Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category
oskw151874381,28,4.2,18.994237,72.825553,19.024237,72.855553,2022-03-11,22:15:00,22:30:00,Windy,Low ,motorcycle ,Metropolitian ,100,Pet Supplies
elis065040088,20,5.0,19.875337,75.316722,19.885337,75.326722,2022-02-17,10:25:00,10:35:00,Sunny,Low ,motorcycle ,Urban ,70,Books
acvf279949995,20,4.2,0.0,0.0,0.09,0.09,2022-04-06,19:35:00,19:40:00,Cloudy,Jam ,motorcycle ,Metropolitian ,220,Sports
furq335262813,27,4.1,30.366322,78.070453,30.496322,78.200453,2022-02-16,20:45:00,21:00:00,Fog,Jam ,scooter ,Urban ,200,Home
cpph344973735,37,4.5,12.337928,76.617889,12.407928,76.687889,2022-04-06,19:20:00,19:30:00,Sunny,Jam ,motorcycle ,Metropolitian ,160,Toys
klxg163745734,30,4.7,12.323978,76.627961,12.373978,76.677961,2022-03-03,21:35:00,21:45:00,Cloudy,Jam ,scooter ,Metropolitian ,135,Home
puqj252436790,23,4.7,26.88842,75.800689,26.91842,75.830689,2022-04-03,18:55:00,19:00:00,Sunny,Medium ,motorcycle ,Urban ,80,Pet Supplies
myzs246101036,34,4.2,12.981615,80.231598,13.021615,80.271598,2022-03-05,12:40:00,12:45:00,Sandstorms,High ,motorcycle ,Metropolitian ,185,Cosmetics
prgs287389750,21,4.8,21.170096,72.789122,21.260096,72.879122,2022-03-12,22:25:00,22:30:00,Cloudy,Low ,scooter ,Metropolitian ,105,Outdoors
jldo942185379,24,5.0,0.0,0.0,0.02,0.02,2022-03-03,09:20:00,09:25:00,Fog,Low ,motorcycle ,Metropolitian ,85,Pet Supplies
tmoo940787990,24,4.7,0.0,0.0,0.09,0.09,2022-03-20,21:30:00,21:35:00,Stormy,Jam ,scooter ,Metropolitian ,145,Toys
vewp169712825,36,5.0,11.021278,76.995017,11.091278,77.065017,2022-04-02,19:45:00,19:50:00,Fog,Jam ,motorcycle ,Metropolitian ,220,Cosmetics
bqig096793490,32,4.8,10.000706,76.349516,10.050706,76.399516,2022-02-15,19:55:00,20:05:00,Sunny,Jam ,motorcycle ,Metropolitian ,130,Pet Supplies
hfse980660851,24,4.6,12.906229,77.596791,12.916229,77.606791,2022-03-09,09:40:00,09:50:00,Fog,Low ,motorcycle ,Metropolitian ,90,Kitchen
wdzt193987852,39,4.6,22.751857,75.866699,22.781857,75.896699,2022-04-01,23:00:00,23:05:00,Cloudy,Low ,scooter ,Metropolitian ,80,Snacks
wmus525499495,37,4.9,12.311072,76.654878,12.321072,76.664878,2022-03-17,08:40:00,08:50:00,Stormy,Low ,scooter ,Urban ,120,Jewelry
btku895780834,35,4.6,22.552996,88.35231,22.582996,88.38231,2022-02-13,17:40:00,17:50:00,Cloudy,Medium ,scooter ,Metropolitian ,80,Kitchen
gadi775237661,25,4.6,18.569156,73.774723,18.659156,73.864723,2022-03-29,18:10:00,18:15:00,Fog,Medium ,motorcycle ,Metropolitian ,150,Kitchen
zrls563828378,27,4.0,18.543626,73.905101,18.563626,73.925101,2022-03-19,09:00:00,09:05:00,Windy,Low ,motorcycle ,Metropolitian ,120,Shoes
zukq057991752,31,4.6,12.975377,77.696664,12.995377,77.716664,2022-03-28,09:55:00,10:10:00,Windy,Low ,scooter ,Metropolitian ,130,Clothing
knkd371033117,23,4.9,0.0,0.0,0.07,0.07,2022-04-06,19:40:00,19:55:00,Sunny,Jam ,motorcycle ,Metropolitian ,30,Grocery
pbev573928401,30,4.5,18.927584,72.832585,18.997584,72.902585,2022-04-06,18:00:00,18:10:00,Stormy,Medium ,motorcycle ,Metropolitian ,145,Cosmetics
nzno108728173,22,4.0,0.0,0.0,0.09,0.09,2022-03-31,21:40:00,21:45:00,Sandstorms,Jam ,motorcycle ,Urban ,185,Snacks
sroj558743624,24,4.5,26.482581,80.315628,26.532581,80.365628,2022-02-13,23:10:00,23:25:00,Sunny,Low ,motorcycle ,Urban ,19,Grocery
peum692760631,30,4.8,23.416792,85.316842,23.466792,85.366842,2022-04-03,17:10:00,17:25:00,Stormy,Medium ,scooter ,Metropolitian ,150,Apparel
duza174947053,31,4.6,17.455894,78.375467,17.475894,78.395467,2022-03-05,11:35:00,11:45:00,Sandstorms,High ,scooter ,Urban ,150,Clothing
jhik099005127,31,4.9,0.0,0.0,0.06,0.06,2022-03-05,20:15:00,20:30:00,Stormy,Jam ,motorcycle ,Metropolitian ,145,Books
daip363813833,32,4.6,13.005801,80.250744,13.055801,80.300744,2022-03-17,23:50:00,00:05:00,Stormy,Low ,motorcycle ,Metropolitian ,125,Home
bwzh996131808,29,4.2,21.15276,72.778059,21.20276,72.828059,2022-03-28,21:15:00,21:25:00,Cloudy,Jam ,scooter ,Metropolitian ,170,Shoes
jjbv380330673,26,4.8,26.90519,75.810753,27.03519,75.940753,2022-03-16,17:20:00,17:35:00,Sandstorms,Medium ,scooter ,Other,140,Toys
pcdc655662634,28,4.9,26.849596,75.800512,26.979596,75.930512,2022-03-14,18:55:00,19:00:00,Fog,Medium ,motorcycle ,Metropolitian ,205,Apparel
ycvn223466949,31,4.8,11.022169,76.999594,11.132169,77.109594,2022-04-02,22:40:00,22:45:00,Sandstorms,Low ,scooter ,Metropolitian ,120,Sports
pspj091684266,29,5.0,22.307898,73.167788,22.347898,73.207788,2022-03-11,13:10:00,13:20:00,Sandstorms,High ,motorcycle ,Urban ,115,Skincare
zgmj744878922,28,5.0,26.471529,80.313458,26.531529,80.373458,2022-02-15,21:00:00,21:15:00,Cloudy,Jam ,motorcycle ,Metropolitian ,120,Pet Supplies
bdyd285549311,29,4.6,11.024839,77.007003,11.134839,77.117003,2022-04-06,20:40:00,20:45:00,Stormy,Jam ,motorcycle ,Metropolitian ,125,Cosmetics
pugi833751073,27,4.5,10.020683,76.310631,10.100683,76.390631,2022-02-16,18:35:00,18:45:00,Windy,Medium ,van,Metropolitian ,125,Toys
wkcs787711746,28,4.7,18.56245,73.916619,18.67245,74.026619,2022-04-04,23:10:00,23:15:00,Fog,Low ,motorcycle ,Metropolitian ,115,Outdoors
tjqc403622348,32,4.7,11.021278,76.995017,11.031278,77.005017,2022-03-01,08:15:00,08:30:00,Windy,Low ,scooter ,Metropolitian ,145,Skincare
chbv093562000,21,4.7,12.321214,76.621094,12.431214,76.731094,2022-04-06,20:55:00,21:00:00,Cloudy,Jam ,motorcycle ,Metropolitian ,220,Outdoors
jevg031260370,24,4.8,17.438263,78.397865,17.568263,78.527865,2022-03-27,18:50:00,19:05:00,Stormy,Medium ,motorcycle ,Metropolitian ,145,Jewelry
gwjw511903123,38,4.8,0.0,0.0,0.01,0.01,2022-03-26,08:25:00,08:30:00,Sunny,Low ,van,Urban ,70,Cosmetics
ujnj963440388,28,4.6,26.914142,75.805704,26.964142,75.855704,2022-03-01,23:40:00,23:55:00,Cloudy,Low ,motorcycle ,Urban ,110,Outdoors
neqg897607951,20,4.9,11.006686,76.951736,11.026686,76.971736,2022-04-05,10:50:00,11:00:00,Sunny,Low ,motorcycle ,Metropolitian ,100,Snacks
urhc002621535,25,4.3,12.323194,76.630583,12.373194,76.680583,2022-03-30,19:10:00,19:20:00,Stormy,Jam ,motorcycle ,Metropolitian ,160,Skincare
ngvx059695443,38,4.6,0.0,0.0,0.08,0.08,2022-03-27,22:30:00,22:40:00,Cloudy,Low ,scooter ,Metropolitian ,145,Clothing
kzsn474389952,30,4.1,12.316967,76.603067,12.386967,76.673067,2022-03-16,22:15:00,22:25:00,Fog,Low ,van,Urban ,155,Toys
jdva678631783,32,4.9,22.310237,73.158921,22.360237,73.208921,2022-04-03,22:20:00,22:25:00,Windy,Low ,scooter ,Urban ,100,Clothing
wfpf398856265,37,4.5,15.556561,73.763633,15.646561,73.853633,2022-02-14,17:10:00,17:15:00,Fog,Medium ,motorcycle ,Metropolitian ,190,Sports
jxer595793091,28,4.7,23.266261,77.379605,23.326261,77.439605,2022-02-11,20:35:00,20:50:00,Sandstorms,Jam ,scooter ,Metropolitian ,105,Cosmetics
rzbv408841134,31,4.9,13.02978,80.208812,13.13978,80.318812,2022-04-06,21:50:00,21:55:00,Fog,Jam ,motorcycle ,Metropolitian ,270,Pet Supplies
hssp978330143,20,4.4,21.186438,72.794115,21.196438,72.804115,2022-03-15,12:00:00,12:10:00,Stormy,High ,motorcycle ,Metropolitian ,195,Kitchen
xjrt889365808,38,4.6,23.230791,77.43702,23.340791,77.54702,2022-02-12,22:50:00,23:05:00,Fog,Low ,motorcycle ,Metropolitian ,145,Home
qqra913184917,22,4.8,19.221315,72.862381,19.331315,72.972381,2022-03-02,23:55:00,00:10:00,Stormy,Low ,motorcycle ,Urban ,85,Pet Supplies
eede583188057,36,4.4,26.910262,75.783013,26.990262,75.863013,2022-03-18,18:00:00,18:05:00,Fog,Medium ,scooter ,Metropolitian ,215,Shoes
hcaw009341574,27,4.5,13.005801,80.250744,13.075801,80.320744,2022-03-14,21:10:00,21:15:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,135,Snacks
bhyf364527855,36,5.0,26.911927,75.797282,26.951927,75.837282,2022-03-17,14:30:00,14:40:00,Stormy,High ,scooter ,Urban ,125,Skincare
yllz580554690,38,4.8,19.121999,72.908493,19.161999,72.948493,2022-03-28,12:40:00,12:50:00,Cloudy,High ,motorcycle ,Metropolitian ,140,Home
psbp468770642,39,3.8,12.311072,76.654878,12.381072,76.724878,2022-03-23,20:20:00,20:25:00,Windy,Jam ,motorcycle ,Metropolitian ,220,Snacks
qgmq559488305,26,4.7,19.879631,75.323403,19.889631,75.333403,2022-02-13,09:45:00,09:55:00,Sunny,Low ,van,Metropolitian ,100,Books
bkbb251385459,29,4.6,22.732225,75.874765,22.762225,75.904765,2022-03-26,22:00:00,22:10:00,Stormy,Jam ,motorcycle ,Metropolitian ,85,Books
qxys417941155,24,4.9,12.334022,76.618203,12.464022,76.748203,2022-04-02,22:10:00,22:15:00,Cloudy,Low ,motorcycle ,Metropolitian ,105,Outdoors
qnud249233846,21,4.9,21.175975,72.795503,21.205975,72.825503,2022-03-07,22:20:00,22:25:00,Fog,Low ,scooter ,Metropolitian ,75,Outdoors
xige084493792,15,1.0,-26.891191,75.802083,26.981191,75.892083,2022-03-12,NaN ,17:20:00,NaN,NaN ,motorcycle ,Urban ,75,Home
hsax847066360,22,4.6,17.41233,78.449654,17.44233,78.479654,2022-03-09,21:45:00,22:00:00,Windy,Jam ,scooter ,Metropolitian ,70,Shoes
ruwg070114873,22,4.5,21.186884,72.793616,21.196884,72.803616,2022-03-21,08:35:00,08:50:00,Stormy,Low ,motorcycle ,Metropolitian ,80,Outdoors
fqwo883736566,37,4.7,22.745536,75.893106,22.765536,75.913106,2022-03-01,09:45:00,09:55:00,Sunny,Low ,scooter ,Metropolitian ,50,Shoes
yvas806073879,20,4.5,22.311358,73.164798,22.441358,73.294798,2022-03-12,00:00:00,00:15:00,Stormy,Low ,van,Metropolitian ,85,Toys
diyx055802815,23,4.9,22.727021,75.884167,22.857021,76.014167,2022-03-14,17:40:00,17:50:00,Sunny,Medium ,motorcycle ,Metropolitian ,120,Sports
mtnk106594200,37,4.9,21.15276,72.778059,21.24276,72.868059,2022-04-04,20:15:00,20:25:00,Sandstorms,Jam ,van,Metropolitian ,135,Toys
ubpx125073203,29,4.0,13.091809,80.219104,13.171809,80.299104,2022-03-31,20:35:00,20:50:00,Cloudy,Jam ,scooter ,Metropolitian ,160,Books
ixwb563101568,24,4.9,12.297954,76.665169,12.407954,76.775169,2022-03-25,17:35:00,17:50:00,Sunny,Medium ,motorcycle ,Metropolitian ,75,Cosmetics
pivq349511992,22,4.6,22.745536,75.893106,22.785536,75.933106,2022-03-11,16:20:00,16:30:00,Stormy,Medium ,motorcycle ,Metropolitian ,125,Toys
jrth636419565,34,4.4,12.325461,76.632278,12.395461,76.702278,2022-03-14,19:50:00,19:55:00,Stormy,Jam ,motorcycle ,Metropolitian ,190,Clothing
jrsl743627983,34,4.7,15.56155,73.749092,15.58155,73.769092,2022-02-17,08:20:00,08:30:00,Windy,Low ,scooter ,Metropolitian ,130,Electronics
flyb810459091,21,4.4,0.0,0.0,0.13,0.13,2022-02-14,17:25:00,17:30:00,Fog,Medium ,scooter ,Metropolitian ,170,Cosmetics
ovzh019301254,22,4.9,26.910262,75.783013,27.050262,75.923013,2022-03-29,18:50:00,19:00:00,Windy,Medium ,motorcycle ,Urban ,120,Pet Supplies
ncly350182452,24,4.8,22.539129,88.365507,22.599129,88.425507,2022-02-11,20:20:00,20:30:00,Windy,Jam ,motorcycle ,Urban ,15,Grocery
ccxh091636259,33,4.8,13.049645,80.242268,13.059645,80.252268,2022-03-26,09:35:00,09:45:00,Windy,Low ,scooter ,Metropolitian ,100,Outdoors
vfxz376910239,31,4.7,26.910262,75.783013,26.940262,75.813013,2022-03-19,18:45:00,18:55:00,Cloudy,Medium ,scooter ,Metropolitian ,80,Pet Supplies
nwfu024823642,39,4.9,0.0,0.0,0.11,0.11,2022-04-02,21:00:00,21:05:00,Fog,Jam ,motorcycle ,Urban ,210,Books
ywwu975181089,26,4.6,13.054347,80.257221,13.084347,80.287221,2022-03-13,17:10:00,17:25:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,95,Books
vdcd902454612,20,4.3,21.183434,72.814492,21.313434,72.944492,2022-03-27,20:35:00,20:45:00,Cloudy,Jam ,scooter ,Metropolitian ,205,Sports
wxsu863241046,35,3.5,21.186884,72.793616,21.256884,72.863616,2022-04-02,18:35:00,18:40:00,Stormy,Medium ,motorcycle ,Metropolitian ,195,Books
fbjw641867610,35,4.2,19.876106,75.340775,19.916106,75.380775,2022-02-13,12:25:00,12:35:00,Stormy,High ,motorcycle ,Metropolitian ,195,Home
ilkw617619686,38,4.7,22.310237,73.158921,22.380237,73.228921,2022-03-27,22:10:00,22:15:00,Sandstorms,Low ,scooter ,Urban ,100,Electronics
wqgs389644186,36,4.2,17.440827,78.393391,17.520827,78.473391,2022-03-10,21:00:00,21:05:00,Sunny,Jam ,motorcycle ,Metropolitian ,170,Home
pxwo009144942,26,4.9,19.065838,72.832658,19.195838,72.962658,2022-03-23,19:45:00,20:00:00,Cloudy,Jam ,motorcycle ,Metropolitian ,180,Sports
ywze466486094,21,4.7,26.492106,80.327797,26.572106,80.407797,2022-02-14,20:55:00,21:00:00,Sunny,Jam ,motorcycle ,Urban ,15,Grocery
wvjj721417123,22,4.3,12.3085,76.665808,12.3385,76.695808,2022-03-09,23:25:00,23:40:00,Sandstorms,Low ,motorcycle ,Metropolitian ,110,Shoes
hqcv193484592,27,4.4,21.183434,72.814492,21.253434,72.884492,2022-03-31,20:30:00,20:40:00,Cloudy,Jam ,motorcycle ,Metropolitian ,210,Outdoors
yxne386132805,24,5.0,19.091458,72.827808,19.221458,72.957808,2022-03-20,20:15:00,20:30:00,Sunny,Jam ,van,Metropolitian ,95,Kitchen
ubgu332810479,21,4.7,23.351489,85.324253,23.391489,85.364253,2022-04-01,16:55:00,17:00:00,Windy,Medium ,motorcycle ,Metropolitian ,115,Kitchen
kfww676370417,39,4.9,0.0,0.0,0.07,0.07,2022-02-12,19:20:00,19:35:00,Windy,Jam ,motorcycle ,Semi-Urban ,250,Electronics
tjxe168735053,30,4.7,19.1813,72.836191,19.2013,72.856191,2022-03-26,10:25:00,10:35:00,Cloudy,Low ,scooter ,Urban ,80,Jewelry
pvmm816055638,38,4.8,0.0,0.0,0.06,0.06,2022-02-11,21:10:00,21:20:00,Sunny,Jam ,motorcycle ,Metropolitian ,20,Grocery
dutq679720537,28,4.9,12.975996,80.221898,12.985996,80.231898,2022-04-05,08:25:00,08:30:00,Sandstorms,Low ,motorcycle ,Metropolitian ,15,Grocery
yupz231715678,30,4.9,12.3085,76.665808,12.3185,76.675808,2022-03-21,09:50:00,10:00:00,Fog,Low ,motorcycle ,Metropolitian ,130,Toys
atse821686420,36,4.5,23.351489,85.324253,23.401489,85.374253,2022-04-05,19:55:00,20:00:00,Sunny,Jam ,motorcycle ,Metropolitian ,105,Snacks
vdyu945502743,37,4.9,21.175975,72.795503,21.265975,72.885503,2022-04-06,23:30:00,23:35:00,Cloudy,Low ,van,Metropolitian ,130,Books
wuhw044222973,20,4.9,26.913483,75.803139,26.943483,75.833139,2022-03-01,17:15:00,17:20:00,Stormy,Medium ,motorcycle ,Metropolitian ,70,Books
mply688461274,27,4.8,22.651847,75.881991,22.681847,75.911991,2022-04-03,20:25:00,20:30:00,Sandstorms,Jam ,motorcycle ,Urban ,90,Pet Supplies
rhyi011798592,39,5.0,13.029198,77.570997,13.139198,77.680997,2022-03-08,18:35:00,18:40:00,Windy,Medium ,motorcycle ,Metropolitian ,235,Sports
yvio593523265,24,4.5,18.543626,73.905101,18.613626,73.975101,2022-03-29,22:50:00,23:05:00,Cloudy,Low ,motorcycle ,Metropolitian ,115,Toys
pjmv718176109,39,4.6,12.914264,77.6784,13.044264,77.8084,2022-03-23,23:15:00,23:20:00,Sandstorms,Low ,scooter ,Metropolitian ,100,Pet Supplies
iqdi813722385,24,4.9,18.927584,72.832585,19.057584,72.962585,2022-03-16,21:10:00,21:25:00,Windy,Jam ,motorcycle ,Metropolitian ,155,Clothing
tqzg312811931,21,5.0,18.53408,73.89852,18.59408,73.95852,2022-03-30,17:55:00,18:00:00,Cloudy,Medium ,motorcycle ,Metropolitian ,110,Cosmetics
kbxs934261122,26,4.7,12.323994,76.626167,12.343994,76.646167,2022-03-19,08:50:00,08:55:00,Cloudy,Low ,scooter ,Urban ,60,Kitchen
fjkw298296512,30,4.5,11.021278,76.995017,11.091278,77.065017,2022-03-12,20:30:00,20:35:00,Windy,Jam ,motorcycle ,Metropolitian ,170,Electronics
ivac488837020,38,4.8,30.885915,75.788259,31.025915,75.928259,2022-02-14,22:50:00,22:55:00,Windy,Low ,scooter ,Urban ,120,Outdoors
uqqk681762024,21,4.7,22.725835,75.887648,22.785835,75.947648,2022-03-15,17:25:00,17:40:00,Stormy,Medium ,motorcycle ,Urban ,65,Jewelry
unpp991778824,25,4.6,13.081878,80.248519,13.211878,80.378519,2022-04-06,17:10:00,17:20:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,110,Shoes
gaez638963060,39,4.8,11.010375,76.95295,11.100375,77.04295,2022-03-27,19:50:00,20:00:00,Sunny,Jam ,scooter ,Metropolitian ,125,Snacks
gqce271536055,26,4.8,23.232537,77.429845,23.312537,77.509845,2022-02-16,21:50:00,22:00:00,Cloudy,Jam ,motorcycle ,Metropolitian ,210,Electronics
fwfn732301857,28,5.0,12.978453,77.643685,13.028453,77.693685,2022-04-05,18:50:00,19:00:00,Windy,Medium ,motorcycle ,Metropolitian ,135,Pet Supplies
laxo800342893,26,4.8,13.066762,80.251865,13.146762,80.331865,2022-03-10,20:00:00,20:05:00,Cloudy,Jam ,motorcycle ,Metropolitian ,185,Snacks
nkoh288709570,38,4.7,17.45971,78.368855,17.47971,78.388855,2022-04-01,09:55:00,10:05:00,Windy,Low ,scooter ,Metropolitian ,130,Electronics
syjj481658586,23,4.6,17.429585,78.392621,17.559585,78.522621,2022-03-04,22:45:00,23:00:00,Sandstorms,Low ,scooter ,Urban ,75,Clothing
bvzs665384830,38,4.7,23.351058,85.325731,23.481058,85.455731,2022-03-25,18:15:00,18:30:00,Fog,Medium ,motorcycle ,Metropolitian ,150,Cosmetics
woap969798532,36,4.8,26.913726,75.75282,27.053726,75.89282,2022-03-27,21:25:00,21:35:00,Sandstorms,Jam ,motorcycle ,Semi-Urban ,265,Snacks
bfny030954678,28,4.7,26.846156,75.8023,26.866156,75.8223,2022-03-28,11:15:00,11:30:00,Windy,High ,scooter ,Other,90,Cosmetics
wngw001933597,38,4.3,12.949934,77.699386,12.989934,77.739386,2022-03-28,12:35:00,12:45:00,Windy,High ,motorcycle ,Metropolitian ,155,Books
rjik372894762,39,4.9,12.3085,76.665808,12.4385,76.795808,2022-03-12,17:20:00,17:30:00,Sunny,Medium ,motorcycle ,Metropolitian ,130,Apparel
ylby160157625,25,4.9,0.0,0.0,0.06,0.06,2022-03-21,22:00:00,22:15:00,Sandstorms,Jam ,motorcycle ,Urban ,125,Jewelry
yrst080093325,39,4.9,10.96185,76.971082,11.05185,77.061082,2022-03-12,18:55:00,19:00:00,Sunny,Medium ,scooter ,Metropolitian ,95,Cosmetics
rtuu733972645,30,4.8,11.026117,76.944652,11.046117,76.964652,2022-03-30,10:20:00,10:25:00,Cloudy,Low ,scooter ,Metropolitian ,80,Skincare
kscr424686986,24,4.8,21.160522,72.771477,21.200522,72.811477,2022-03-17,14:55:00,15:10:00,Windy,High ,motorcycle ,Metropolitian ,125,Shoes
fwby193324468,27,4.5,22.551084,88.354127,22.581084,88.384127,2022-02-15,20:40:00,20:55:00,Cloudy,Jam ,scooter ,Metropolitian ,115,Home
wjbc595300167,23,4.8,17.450851,78.379347,17.520851,78.449347,2022-03-20,18:25:00,18:30:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,110,Clothing
bjqh963515046,26,4.5,13.049645,80.242268,13.139645,80.332268,2022-04-06,21:10:00,21:15:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,105,Sports
qril670304968,34,5.0,0.0,0.0,0.01,0.01,2022-03-11,08:45:00,08:55:00,Fog,Low ,van,Metropolitian ,75,Home
mgbd870318407,20,4.7,11.025083,77.015393,11.075083,77.065393,2022-04-05,23:20:00,23:35:00,Stormy,Low ,motorcycle ,Metropolitian ,95,Pet Supplies
zdic040789011,30,4.3,12.981615,80.231598,12.991615,80.241598,2022-03-15,09:40:00,09:45:00,Sandstorms,Low ,motorcycle ,Metropolitian ,27,Grocery
ptwr050069720,39,4.4,17.429585,78.392621,17.479585,78.442621,2022-04-01,17:40:00,17:55:00,Sandstorms,Medium ,scooter ,Metropolitian ,34,Grocery
scsb201155963,38,4.7,12.311072,76.654878,12.371072,76.714878,2022-03-09,22:40:00,22:45:00,Sunny,Low ,van,Metropolitian ,55,Toys
gkdo278877542,34,4.5,22.311358,73.164798,22.361358,73.214798,2022-03-30,19:45:00,19:50:00,Sunny,Jam ,motorcycle ,Other,120,Home
yzeu982657292,35,4.8,22.745049,75.892471,22.775049,75.922471,2022-03-28,23:00:00,23:15:00,Cloudy,Low ,motorcycle ,Metropolitian ,110,Apparel
rrod933772178,27,4.5,17.45971,78.368855,17.51971,78.428855,2022-04-03,00:00:00,00:10:00,Stormy,Low ,scooter ,Metropolitian ,80,Home
ndnr329693995,27,4.5,21.170096,72.789122,21.230096,72.849122,2022-03-15,23:00:00,23:15:00,Fog,Low ,motorcycle ,Urban ,80,Books
twdi320094542,20,5.0,12.986047,80.218114,13.036047,80.268114,2022-03-15,21:10:00,21:25:00,Stormy,Jam ,motorcycle ,Metropolitian ,80,Apparel
mien913314737,25,4.7,19.254567,72.848923,19.304567,72.898923,2022-03-07,17:10:00,17:20:00,Stormy,Medium ,motorcycle ,Metropolitian ,120,Shoes
tnlw417451340,36,4.4,11.010375,76.95295,11.120375,77.06295,2022-03-29,19:20:00,19:30:00,Sandstorms,Jam ,van,Metropolitian ,185,Jewelry
yery465818315,20,4.8,21.183434,72.814492,21.253434,72.884492,2022-03-06,17:20:00,17:30:00,Fog,Medium ,scooter ,Metropolitian ,180,Clothing
tzra492939092,24,4.7,22.310526,73.170937,22.380526,73.240937,2022-03-25,20:25:00,20:40:00,Windy,Jam ,scooter ,Other,75,Snacks
bafy411454593,22,4.1,18.563934,73.915367,18.603935,73.955367,2022-03-11,12:40:00,12:50:00,Windy,High ,motorcycle ,Metropolitian ,155,Jewelry
fayn559990391,26,4.7,12.981615,80.231598,12.991615,80.241598,2022-03-01,09:45:00,10:00:00,Stormy,Low ,scooter ,Metropolitian ,75,Pet Supplies
hyvm528960498,38,4.7,13.026279,80.174568,13.066279,80.214568,2022-04-01,13:40:00,13:45:00,Stormy,High ,motorcycle ,Metropolitian ,145,Skincare
xglq652373517,37,5.0,22.552996,88.35231,22.592996,88.39231,2022-02-13,13:40:00,13:45:00,Stormy,High ,motorcycle ,Metropolitian ,32,Grocery
azip449964991,31,5.0,26.914142,75.805704,26.954142,75.845704,2022-03-03,13:35:00,13:50:00,Stormy,High ,van,Metropolitian ,130,Electronics
bfli905808441,25,4.9,22.31279,73.170283,22.37279,73.230283,2022-03-07,18:15:00,18:30:00,Sunny,Medium ,motorcycle ,Metropolitian ,100,Kitchen
dijx239222824,23,4.4,22.728163,75.884212,22.788163,75.944212,2022-03-05,19:30:00,19:40:00,Stormy,Jam ,motorcycle ,Metropolitian ,160,Home
bmwv968397951,32,4.9,11.024839,77.007003,11.084839,77.067003,2022-04-01,17:35:00,17:45:00,Cloudy,Medium ,scooter ,Metropolitian ,95,Shoes
nozr669774105,28,4.6,0.0,0.0,0.07,0.07,2022-03-02,19:15:00,19:20:00,Fog,Jam ,scooter ,Metropolitian ,200,Kitchen
zdao834795724,37,4.9,0.0,0.0,0.01,0.01,2022-03-24,10:10:00,10:20:00,Fog,Low ,scooter ,Metropolitian ,90,Shoes
gadu006620855,39,4.2,22.725835,75.887648,22.835835,75.997648,2022-03-31,20:45:00,21:00:00,Fog,Jam ,scooter ,Metropolitian ,220,Kitchen
rvew408493880,31,4.9,12.934365,77.616155,12.964365,77.646155,2022-03-17,20:00:00,20:15:00,Stormy,Jam ,motorcycle ,Urban ,245,Skincare
mqrk261322570,29,4.0,0.0,0.0,0.05,0.05,2022-03-19,21:00:00,21:10:00,Fog,Jam ,motorcycle ,Urban ,155,Sports
sery128818044,36,4.7,0.0,0.0,0.05,0.05,2022-03-17,17:25:00,17:40:00,Cloudy,Medium ,motorcycle ,Urban ,75,Snacks
clea768636923,31,4.2,22.761593,75.886362,22.801593,75.926362,2022-03-01,12:10:00,12:25:00,Stormy,High ,motorcycle ,Metropolitian ,170,Pet Supplies
ljpq270273618,34,4.7,13.064181,80.236442,13.154181,80.326442,2022-03-14,21:50:00,22:00:00,Cloudy,Jam ,motorcycle ,Metropolitian ,255,Books
twih736119498,29,4.4,18.520016,73.830547,18.560016,73.870547,2022-03-15,12:45:00,12:50:00,Sunny,High ,motorcycle ,Metropolitian ,220,Sports
cnwv923137842,20,4.8,11.008638,76.984311,11.088638,77.064311,2022-03-14,23:25:00,23:40:00,Sunny,Low ,motorcycle ,Metropolitian ,145,Electronics
vxjy380300028,25,4.5,18.636215,73.751081,18.656215,73.771081,2022-03-09,11:35:00,11:40:00,Sunny,High ,scooter ,Urban ,85,Electronics
ducs397950185,29,4.7,21.186884,72.793616,21.276884,72.883616,2022-04-06,22:00:00,22:10:00,Windy,Jam ,van,Urban ,115,Electronics
ngye937671610,32,4.4,22.753839,75.897429,22.843839,75.987429,2022-03-23,19:35:00,19:50:00,Stormy,Jam ,motorcycle ,Metropolitian ,185,Skincare
okoj146518945,32,3.7,13.044694,80.26147,13.124694,80.34147,2022-03-04,20:00:00,20:15:00,Sandstorms,Jam ,scooter ,Metropolitian ,175,Home
ihlb053890370,36,4.3,13.027018,80.254791,13.087018,80.314791,2022-03-03,22:25:00,22:40:00,Windy,Low ,motorcycle ,Metropolitian ,110,Toys
sqpo222630639,21,4.8,15.303897,73.914336,15.343897,73.954336,2022-02-13,14:55:00,15:05:00,Cloudy,High ,scooter ,Metropolitian ,105,Home
mxcz072009654,32,5.0,12.310972,76.659264,12.360972,76.709264,2022-03-26,21:10:00,21:15:00,Sandstorms,Jam ,motorcycle ,Urban ,130,Outdoors
cryp935421924,35,4.8,18.554382,73.798206,18.594382,73.838206,2022-03-19,14:10:00,14:15:00,Sunny,High ,scooter ,Urban ,100,Clothing
